code,name,last_price,change_pct,change_amount,volume,amount,amplitude,turnover_rate,pe,pb,open,high,low,source,update_time
sh600377,宁沪高速,12.35,0.244,0.03,4832300.0,59469398.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600378,昊华科技,64.67,-5.467,-3.74,43446084.0,2863587572.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600379,宝光股份,16.14,-3.411,-0.57,20091776.0,317387574.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600380,健康元,10.0,-2.439,-0.25,9502292.0,95408974.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600381,*ST春天,4.74,-3.854,-0.19,2801200.0,13445360.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600382,广东明珠,6.04,-3.668,-0.23,13688500.0,83403412.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600383,金地集团,2.1,-4.545,-0.1,41984800.0,89445274.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600386,北巴传媒,3.16,-2.469,-0.08,3230300.0,10263517.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600388,龙净环保,15.85,2.589,0.4,13139423.0,210420684.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600389,江山股份,19.15,-4.441,-0.89,6892061.0,133234651.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600390,五矿资本,4.71,-1.67,-0.08,18220100.0,85944036.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600391,航发科技,32.92,-5.348,-1.86,10681870.0,359165859.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600392,盛和资源,26.45,-0.601,-0.16,50594051.0,1359870278.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600395,盘江股份,4.65,-3.125,-0.15,17000400.0,79591684.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600396,华电辽能,12.24,-3.318,-0.42,70533204.0,873886151.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600397,江钨装备,20.95,-9.268,-2.14,84733207.0,1835338153.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600398,海澜之家,5.59,-0.887,-0.05,11547800.0,64440322.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600399,抚顺特钢,4.09,-1.446,-0.06,18327700.0,75922744.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600400,红豆股份,3.2,-1.84,-0.06,41229264.0,134390550.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600403,大有能源,5.02,-6.168,-0.33,31661016.0,162371056.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600405,动力源,4.61,0.0,0.0,0.0,0.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600406,国电南瑞,22.88,-1.209,-0.28,27603101.0,632937764.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600408,安泰集团,2.39,-4.016,-0.1,18669400.0,45014156.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600409,三友化工,5.79,-7.36,-0.46,37172640.0,220798676.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600410,华胜天成,14.51,-3.267,-0.49,24351332.0,358223919.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600415,小商品城,10.35,-2.542,-0.27,23510400.0,245155367.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600416,湘电股份,9.31,-2.717,-0.26,11970754.0,112759689.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600418,江淮汽车,23.89,-4.056,-1.01,41746136.0,1015232115.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600419,天润乳业,7.78,-3.113,-0.25,3127300.0,24512688.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600420,国药现代,8.67,-3.56,-0.32,7520600.0,65463744.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600422,昆药集团,8.16,-3.432,-0.29,5858800.0,48216413.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600423,*ST柳化,2.42,-6.202,-0.16,4637188.0,11487965.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600425,青松建化,3.29,-2.663,-0.09,5941300.0,19650048.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600426,华鲁恒升,25.28,-2.769,-0.72,20023888.0,509797089.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600428,中远海特,8.39,-2.894,-0.25,15355700.0,128989349.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600429,三元股份,4.08,-2.625,-0.11,8715000.0,35896536.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600433,冠豪高新,3.21,-3.021,-0.1,18678800.0,60484114.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600435,北方导航,10.93,-1.885,-0.21,8743650.0,96812754.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600436,片仔癀,111.39,-3.097,-3.56,2363574.0,264962878.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600438,通威股份,11.56,-0.687,-0.08,24536453.0,285574051.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600439,瑞贝卡,2.1,-3.226,-0.07,10295220.0,21833261.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600444,国机通用,13.06,-3.402,-0.46,1339200.0,17697209.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600446,金证股份,10.11,-1.462,-0.15,6486800.0,65736755.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600448,华纺股份,2.54,-3.788,-0.1,9575940.0,24600525.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600449,宁夏建材,13.68,-2.286,-0.32,7912515.0,108846273.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600452,涪陵电力,9.21,-3.661,-0.35,18889454.0,175635101.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600455,博通股份,22.37,-2.4,-0.55,845301.0,19051037.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600456,宝钛股份,26.76,-2.691,-0.74,3076049.0,82914027.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600458,时代新材,15.68,-2.0,-0.32,20354298.0,322910652.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600459,贵研铂业,23.05,-1.327,-0.31,17184055.0,399486980.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600460,士兰微,47.05,0.922,0.43,59150283.0,2784506911.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600461,洪城环境,9.1,0.775,0.07,6291902.0,57165851.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600463,空港股份,7.56,-2.577,-0.2,1847700.0,14128373.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600467,好当家,2.04,-1.923,-0.04,11645400.0,23819368.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600468,百利电气,5.33,-2.737,-0.15,11781600.0,63753009.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600469,风神股份,5.38,-4.779,-0.27,6062450.0,33040389.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600470,六国化工,6.76,1.046,0.07,75594677.0,507378287.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600475,华光环能,14.05,-2.295,-0.33,4158831.0,58962745.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600476,*ST湘邮,8.76,-7.497,-0.71,1700411.0,15297402.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600477,杭萧钢构,2.27,-2.991,-0.07,15198900.0,34921067.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600478,科力远,4.97,-0.996,-0.05,12304250.0,61433246.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600479,千金药业,9.48,-2.369,-0.23,2513400.0,23911406.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600480,凌云股份,8.92,-3.879,-0.36,15978444.0,145267934.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600481,双良节能,4.5,-6.25,-0.3,56075500.0,255554794.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600482,中国动力,33.81,-4.545,-1.61,22863246.0,792761169.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600483,福能股份,10.37,-2.17,-0.23,12622000.0,130355481.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600486,扬农化工,51.41,-3.437,-1.83,3454888.0,179528507.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600487,亨通光电,80.77,-4.527,-3.83,90428035.0,7456917404.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600488,津药药业,5.06,-7.156,-0.39,73364401.0,377214343.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600489,中金黄金,19.95,-3.155,-0.65,41290674.0,831354443.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600490,鹏欣资源,6.13,0.0,0.0,28036105.0,171380918.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600491,ST龙元,1.02,0.0,0.0,0.0,0.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600493,凤竹纺织,5.81,-1.525,-0.09,5078600.0,29866888.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600495,晋西车轴,3.47,-2.254,-0.08,4771760.0,16671988.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600496,精工钢构,3.22,-2.424,-0.08,13741500.0,44445578.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600497,驰宏锌锗,10.47,-2.605,-0.28,105194889.0,1118130232.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600498,烽火通信,57.26,-1.242,-0.72,36911875.0,2136785072.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600499,科达制造,16.14,-1.525,-0.25,18193164.0,293939388.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600500,中化国际,6.83,-2.149,-0.15,55681179.0,388886033.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600501,航天晨光,15.0,-2.787,-0.43,3629700.0,55267665.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600502,安徽建工,4.46,-1.978,-0.09,15018100.0,67136234.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600503,华丽家族,2.02,-2.885,-0.06,15434500.0,31431770.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600505,西昌电力,10.5,-4.022,-0.44,5045300.0,53724036.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600506,统一股份,13.97,-3.589,-0.52,3719500.0,52623974.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600507,方大特钢,4.1,-1.679,-0.07,11333000.0,46490201.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600508,上海能源,8.04,-2.781,-0.23,4605160.0,37301017.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600509,天富能源,7.99,-2.083,-0.17,30757072.0,244502455.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600510,黑牡丹,6.87,-3.239,-0.23,7729201.0,53415087.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600511,国药股份,26.99,-1.496,-0.41,1866400.0,50453374.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600512,腾达建设,1.91,-2.551,-0.05,10726000.0,20575383.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600513,联环药业,15.06,-5.58,-0.89,8915800.0,137276185.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600515,海南机场,2.77,-1.071,-0.03,43631220.0,120753716.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600516,方大炭素,5.44,-1.091,-0.06,60267320.0,332546289.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600517,国网英大,4.7,-2.692,-0.13,13979300.0,66480916.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600518,康美药业,1.26,-3.077,-0.04,111160844.0,141144744.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600519,贵州茅台,1195.85,-0.916,-11.06,1412879.0,1687412985.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600520,三佳科技,37.23,-2.92,-1.12,7300900.0,274799468.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600521,华海药业,16.36,-2.619,-0.44,48376424.0,795474515.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600522,中天科技,47.74,-0.604,-0.29,110245023.0,5304526190.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600523,贵航股份,10.79,-2.529,-0.28,2120400.0,23093405.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600525,ST长园,5.17,0.78,0.04,5921100.0,30298161.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600526,菲达环保,4.17,-2.113,-0.09,4111571.0,17201473.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600527,江南高纤,2.08,-2.804,-0.06,26417500.0,55576049.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600528,中铁工业,6.81,-1.59,-0.11,5678115.0,38703601.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600529,山东药玻,18.32,-1.98,-0.37,4781001.0,87798643.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600530,交大昂立,5.49,-5.181,-0.3,10472100.0,58576776.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600531,豫光金铅,14.02,-3.775,-0.55,39128244.0,557081422.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600533,栖霞建设,1.89,-3.571,-0.07,10052000.0,19200630.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600535,天士力,14.05,-2.633,-0.38,7406028.0,104350894.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600536,中国软件,27.11,-2.306,-0.64,5651381.0,154808064.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600537,*ST亿晶,2.58,-4.089,-0.11,10137400.0,26539199.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600538,国发股份,5.71,-2.726,-0.16,4933400.0,28354393.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600539,狮头股份,16.14,1.958,0.31,6840500.0,110373895.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600540,新赛股份,3.36,-2.89,-0.1,14429168.0,48939743.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600543,*ST莫高,3.78,-7.353,-0.3,2765200.0,10668001.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600545,卓郎智能,5.69,-4.047,-0.24,75998800.0,451277014.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600546,山煤国际,11.89,-7.109,-0.91,20443300.0,248967386.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600547,山东黄金,25.02,-3.023,-0.78,37059899.0,935990136.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600548,深高速,8.71,-1.247,-0.11,1183700.0,10305176.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600549,厦门钨业,67.25,-5.068,-3.59,38945262.0,2688957276.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600550,保变电气,11.01,-3.251,-0.37,19962694.0,223507883.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600551,时代出版,6.72,-1.754,-0.12,1936380.0,13021269.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600552,凯盛科技,23.71,0.679,0.16,46225401.0,1102986090.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600556,天下秀,4.23,-2.309,-0.1,23389857.0,100710336.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600557,康缘药业,12.07,-3.825,-0.48,4494200.0,54895602.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600558,大西洋,4.88,-1.613,-0.08,5145100.0,25232090.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600559,老白干酒,11.22,-2.604,-0.3,6600636.0,74457107.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600560,金自天正,10.92,-2.063,-0.23,1493439.0,16473121.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600561,江西长运,5.04,-4.364,-0.23,3869077.0,19774559.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600562,国睿科技,23.64,-0.756,-0.18,12876737.0,308667203.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600563,法拉电子,151.68,-1.276,-1.96,3962986.0,611815043.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600566,济川药业,22.98,-1.458,-0.34,3862328.0,89136293.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600567,山鹰国际,1.35,-2.174,-0.03,55609400.0,75501951.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600568,ST中珠,2.33,-1.688,-0.04,4900606.0,11400630.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600569,安阳钢铁,1.65,-2.367,-0.04,8360300.0,13865778.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600570,恒生电子,20.56,-2.049,-0.43,10235166.0,212245175.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600571,信雅达,9.55,-2.65,-0.26,3112300.0,30077525.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600572,康恩贝,4.08,-1.211,-0.05,29826800.0,122396388.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600573,惠泉啤酒,9.16,-2.137,-0.2,4489600.0,41565304.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600575,淮河能源,3.08,0.0,0.0,36878847.0,111896012.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600576,祥源文旅,6.01,-1.958,-0.12,8106002.0,49196264.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600577,精达股份,8.94,-4.589,-0.43,40841001.0,371538802.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600578,京能电力,5.81,-2.68,-0.16,51802000.0,302966680.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600579,中化装备,7.43,0.27,0.02,5930000.0,44196504.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600580,卧龙电驱,36.24,-4.405,-1.67,63793306.0,2394251748.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600581,*ST八钢,2.21,-3.913,-0.09,7027038.0,15730193.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600582,天地科技,4.77,-1.852,-0.09,11797000.0,56319135.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600583,海油工程,5.03,-3.083,-0.16,21275700.0,107966702.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600584,长电科技,100.28,5.458,5.19,157419179.0,15567979919.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600585,海螺水泥,16.99,-1.221,-0.21,13034480.0,221219353.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600586,金晶科技,4.23,0.237,0.01,8410300.0,35458724.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600587,新华医疗,12.13,-2.256,-0.28,3298179.0,40152620.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600588,用友网络,9.07,-1.306,-0.12,15086600.0,137354376.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600589,大位科技,8.99,-2.389,-0.22,29285811.0,265891474.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600590,泰豪科技,9.43,-4.167,-0.41,14591762.0,141024636.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600592,龙溪股份,14.77,-2.056,-0.31,10277100.0,157201229.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600593,大连圣亚,36.66,-3.526,-1.34,3535700.0,130544244.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600594,益佰制药,3.15,-4.255,-0.14,13824300.0,44004018.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600595,中孚实业,5.86,-1.18,-0.07,35755400.0,210793493.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600596,新安股份,13.4,-1.253,-0.17,38008073.0,513806554.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600597,光明乳业,6.35,-1.55,-0.1,4323813.0,27544649.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600598,北大荒,11.5,-0.433,-0.05,21043522.0,240939291.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600600,青岛啤酒,53.38,-1.947,-1.06,3123275.0,167545139.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600601,方正科技,14.74,-1.668,-0.25,227122050.0,3426207224.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600602,云赛智联,15.0,-2.975,-0.46,10049241.0,153068621.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600603,广汇物流,4.58,-3.983,-0.19,9661800.0,44635027.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600604,市北高新,4.02,-2.19,-0.09,4393000.0,17802654.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600605,汇通能源,26.94,-0.664,-0.18,1255500.0,33743550.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600606,绿地控股,1.24,-3.125,-0.04,70452969.0,88275613.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600609,金杯汽车,3.15,-2.477,-0.08,9033000.0,28704402.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600610,中毅达,6.4,-3.614,-0.24,8128236.0,52505215.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600611,大众交通,3.64,-2.674,-0.1,13389550.0,49194580.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600612,老凤祥,34.01,-2.158,-0.75,886800.0,30208667.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600613,神奇制药,4.61,-4.357,-0.21,5870600.0,27317911.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600615,鑫源智造,9.25,-3.946,-0.38,1791280.0,16785851.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600616,金枫酒业,3.84,-3.518,-0.14,4598322.0,17838646.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600617,国新能源,2.71,-3.214,-0.09,9701900.0,26451248.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600618,氯碱化工,10.27,-4.019,-0.43,7429600.0,76814702.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600619,海立股份,13.91,-2.863,-0.41,12352285.0,173134510.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600620,天宸股份,3.92,-3.21,-0.13,4745200.0,18797856.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600621,华鑫股份,13.04,-1.659,-0.22,3904532.0,51083594.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600622,光大嘉宝,1.97,-3.431,-0.07,12889523.0,25588668.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600623,华谊集团,8.47,-4.938,-0.44,18964216.0,162018864.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600624,ST复华,3.74,-6.266,-0.25,10679490.0,40865121.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600626,申达股份,3.21,-1.835,-0.06,5114200.0,16427470.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600628,新世界,5.71,-2.726,-0.16,4370900.0,25088143.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600629,华建集团,11.52,-2.538,-0.3,9346324.0,108111593.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600630,龙头股份,7.79,-10.046,-0.87,32844939.0,256711385.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600633,浙数文化,10.43,0.579,0.06,13845000.0,145401855.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600635,大众公用,4.3,-2.05,-0.09,16238233.0,70291756.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600637,东方明珠,7.85,-2.726,-0.22,24629458.0,195458049.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600638,新黄浦,4.44,-2.845,-0.13,4722920.0,21063329.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600639,浦东金桥,9.29,-1.797,-0.17,1661100.0,15468828.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600640,国脉文化,9.97,-1.87,-0.19,3477686.0,35044111.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600641,先导基电,44.67,2.831,1.23,61342481.0,2741404293.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600642,申能股份,8.6,-2.494,-0.22,11119000.0,96171506.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600643,爱建集团,3.77,-3.085,-0.12,6797250.0,25812914.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600644,乐山电力,7.96,-3.398,-0.28,7915177.0,63672284.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600645,中源协和,18.42,-5.247,-1.02,13170738.0,246620879.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600648,外高桥,8.34,-2.456,-0.21,878841.0,7373215.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600649,城投控股,3.53,-2.755,-0.1,9033186.0,32131249.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600650,锦江在线,9.79,-2.1,-0.21,1554500.0,15277035.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600651,飞乐音响,5.46,-1.799,-0.1,9592500.0,52834392.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600653,申华控股,1.55,0.0,0.0,13868113.0,21815494.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600654,中安科,2.6,-2.622,-0.07,24434900.0,64160948.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600655,豫园股份,4.25,-1.848,-0.08,6502333.0,27756216.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600657,信达地产,2.28,-3.797,-0.09,16261700.0,37517475.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600658,电子城,3.89,-1.768,-0.07,5854100.0,22894354.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600660,福耀玻璃,53.4,-0.707,-0.38,9733438.0,522077768.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600661,昂立教育,7.33,-3.042,-0.23,8356050.0,61884957.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600662,外服控股,4.05,-2.644,-0.11,6365900.0,25997649.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600663,陆家嘴,6.28,-1.567,-0.1,4290512.0,26955028.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600664,哈药股份,3.07,-3.459,-0.11,35880490.0,111059591.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600665,天地源,3.12,2.97,0.09,14221200.0,43292995.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
sh600666,奥瑞德,3.56,-2.997,-0.11,53128240.0,191384942.0,,,,,,,,akshare,2026-07-07T11:17:52+08:00
