symbol,name,report_date,pub_date,year,quarter,roe,net_margin,gross_margin,net_profit,eps,revenue,debt_ratio,source
600019,宝钢股份,2025-12-31,2026-04-30,2025,4,1.07,,6.62204736400,,0.1,,37.830024696200,mxdata
600050,中国联通,2025-12-31,2026-04-30,2025,4,1.24,,23.727921648600,,0.068,,43.108868200300,mxdata
600160,巨化股份,2025-12-31,2026-04-30,2025,4,5.579637417900,,34.387847201300,,0.434,,38.405224691800,mxdata
600498,烽火通信,2025-12-31,2026-04-30,2025,4,3.14,,21.098038651200,,0.36,,59.494460902600,mxdata
600577,精达股份,2025-12-31,2026-04-30,2025,4,10.07,,5.740539693500,,0.28,,56.395007554200,mxdata
600718,东软集团,2025-12-31,2026-04-30,2025,4,-3.88,,22.110334657400,,-0.31,,50.890438661100,mxdata
600728,佳都科技,2025-12-31,2026-04-30,2025,4,2.25,,9.357856399100,,0.0821,,51.870473329400,mxdata
600841,动力新科,2025-12-31,2026-04-30,2025,4,58.03,,8.274296604800,,2.07,,40.645437966800,mxdata
600498,烽火通信,2025-12-31,2026-04-30,2025,4,0.22,,26.444498938400,,0.03,,58.677396953700,mxdata
600577,精达股份,2025-12-31,2026-04-30,2025,4,2.2,,5.350812168500,,0.06,,58.867187413400,mxdata
600718,东软集团,2025-12-31,2026-04-30,2025,4,-1.66,,26.904009398400,,-0.126,,51.800644333100,mxdata
600728,佳都科技,2025-12-31,2026-04-30,2025,4,0.16,,7.50496251400,,0.0058,,51.616585148200,mxdata
600841,动力新科,2025-12-31,2026-04-30,2025,4,0.57,,10.370269546100,,0.03,,42.480873718300,mxdata
601668,中国建筑,2025-12-31,2026-04-30,2025,4,8.15,,9.897646976400,,0.94,,76.900249277100,mxdata
603056,德邦股份,2025-12-31,2026-04-30,2025,4,-6.39,,3.812609059300,,-0.51,,50.352350763400,mxdata
603283,赛腾股份,2025-12-31,2026-04-30,2025,4,14.72,,45.016077180100,,1.75,,42.807097787500,mxdata
603501,豪威集团,2025-12-31,2026-04-30,2025,4,15.39,,30.634869934500,,3.37,,35.427682452600,mxdata
603596,伯特利,2025-12-31,2026-04-30,2025,4,18.03,,19.646798623500,,2.16,,51.291538602700,mxdata
601668,中国建筑,2025-12-31,2026-04-30,2025,4,2.77,,7.926848425400,,0.33,,76.799931653600,mxdata
603283,赛腾股份,2025-12-31,2026-04-30,2025,4,2.59,,43.660524618900,,0.34,,42.727858566300,mxdata
603501,豪威集团,2025-12-31,2026-04-30,2025,4,1.56,,29.380635117500,,0.41,,33.132195289400,mxdata
603596,伯特利,2025-12-31,2026-04-30,2025,4,3.31,,19.428920548300,,0.44,,49.996758107600,mxdata
603056,德邦股份,2025-12-31,2026-04-30,2025,4,-0.81,,3.992918964700,,-0.07,,48.802174969900,mxdata
001896,,2025-12-31,2026-04-30,2025,4,11.82,,13.687331773900,,0.2558,,86.80318834600,mxdata
002049,,2025-12-31,2026-04-30,2025,4,11.1,,55.558974819300,,1.7071,,27.404360418500,mxdata
002131,,2025-12-31,2026-04-30,2025,4,0.27,,8.764868997700,,0.0052,,40.821432165800,mxdata
002138,,2025-12-31,2026-04-30,2025,4,16.06,,36.636126359600,,1.3,,44.159925986500,mxdata
002151,,2025-12-31,2026-04-30,2025,4,-5.16,,35.345333518700,,-0.47,,21.427599899200,mxdata
300666,,2025-12-31,2026-04-30,2025,4,10.58,,27.171620503500,,1.89,,54.398298310400,mxdata
300674,,2025-12-31,2026-04-30,2025,4,9.75,,32.099695659500,,0.63,,32.547361102400,mxdata
600183,,2025-12-31,2026-04-30,2025,4,21.25,,26.472701603900,,1.39,,42.293720523400,mxdata
600276,,2025-12-31,2026-04-30,2025,4,14.26,,86.206966993300,,1.19,,11.551169914200,mxdata
600438,,2025-12-31,2026-04-30,2025,4,-21.95,,2.700489237300,,-2.1222,,72.633762017700,mxdata
600446,,2025-12-31,2026-04-30,2025,4,-4.64,,39.256100154300,,-0.1782,,31.885479406400,mxdata
600487,,2025-12-31,2026-04-30,2025,4,8.96,,12.457324488500,,1.1,,51.733093700100,mxdata
600900,,2025-12-31,2026-04-30,2025,4,15.9,,61.668487571600,,1.4101,,58.269459769100,mxdata
600941,,2025-12-31,2026-04-30,2025,4,9.9,,28.868287266900,,6.35,,33.223612224700,mxdata
600973,,2025-12-31,2026-04-30,2025,4,-1.25,,4.217554938300,,-0.03,,79.437878915700,mxdata
601318,,2025-12-31,2026-04-30,2025,4,14.0,,,,7.68,,89.811915281900,mxdata
601633,,2025-12-31,2026-04-30,2025,4,11.76,,18.042101606200,,1.16,,60.986785328300,mxdata
688003,,2025-12-31,2026-04-30,2025,4,3.93,,38.868490947500,,0.3952,,58.864692379500,mxdata
688030,,2025-12-31,2026-04-30,2025,4,-23.41,,67.325047527300,,-1.0738,,62.836513499600,mxdata
688031,,2025-12-31,2026-04-30,2025,4,-24.87,,54.135833786400,,-2.03,,26.784671762600,mxdata
688035,,2025-12-31,2026-04-30,2025,4,4.66,,27.504884513800,,0.76,,31.800686442200,mxdata
688045,,2025-12-31,2026-04-30,2025,4,0.87,,29.896080815400,,0.17,,22.38431343300,mxdata
688227,,2025-12-31,2026-04-30,2025,4,-4.03,,30.326913165700,,-0.46,,32.656520311200,mxdata
688244,,2025-12-31,2026-04-30,2025,4,-4.9,,54.276264410300,,-0.32,,13.379805639400,mxdata
688257,,2025-12-31,2026-04-30,2025,4,9.94,,33.507873007500,,0.9017,,46.519919529200,mxdata
688262,,2025-12-31,2026-04-30,2025,4,-12.31,,21.830439865900,,-0.77,,40.009455449600,mxdata
688343,,2025-12-31,2026-04-30,2025,4,-10.96,,27.491193437900,,-1.18,,30.564513593300,mxdata
688365,,2025-12-31,2026-04-30,2025,4,-2.75,,69.956244907300,,-0.06,,46.104075026700,mxdata
688396,,2025-12-31,2026-04-30,2025,4,2.9102,,26.38295576700,,0.4979,,18.707979032200,mxdata
688469,,2025-12-31,2026-04-30,2025,4,-4.95,,5.509719312100,,-0.08,,44.693330416500,mxdata
688521,,2025-12-31,2026-04-30,2025,4,-18.64,,34.185110299300,,-1.03,,55.717772037700,mxdata
688535,,2025-12-31,2026-04-30,2025,4,2.22,,26.655641568400,,0.3,,31.170554236900,mxdata
688629,,2025-12-31,2026-04-30,2025,4,21.83,,31.439438946100,,0.78,,53.116959995700,mxdata
688676,,2025-12-31,2026-04-30,2025,4,14.05,,25.852997300700,,1.44,,57.864119128300,mxdata
688686,,2025-12-31,2026-04-30,2025,4,6.22,,60.861700892700,,1.5268,,13.114677370500,mxdata
688702,,2025-12-31,2026-04-30,2025,4,-6.5,,49.209794713800,,-0.37,,11.945162218300,mxdata
688716,,2025-12-31,2026-04-30,2025,4,1.01,,44.052950086900,,0.1,,11.524612233100,mxdata
688729,,2025-12-31,2026-04-30,2025,4,9.05,,38.252307509700,,0.24,,21.674292709600,mxdata
688766,,2025-12-31,2026-04-30,2025,4,8.97,,28.36663282800,,1.4,,26.193747001100,mxdata
002202,,2025-12-31,2026-03-28,2025,4,0.067696,0.041419,0.141840,3024567659.690000,0.656642,73023477737.270000,0.144683,baostock
002222,,2025-12-31,2026-04-29,2025,4,0.166833,0.272858,0.511820,315908921.940000,0.592397,1157778316.620000,1.479627,baostock
002230,,2025-12-31,2026-04-29,2025,4,0.045884,0.031339,0.423568,849468620.240000,0.363082,27105390547.660000,0.131819,baostock
002236,,2025-12-31,2026-04-18,2025,4,0.104572,0.118565,0.406221,3882257690.660000,1.173779,32743783343.800000,0.667360,baostock
002241,,2025-12-31,2026-04-24,2025,4,0.113246,0.039698,0.118020,3832808174.450000,1.110751,96550169615.260000,0.451146,baostock
002270,,2025-12-31,2026-02-27,2025,4,0.225031,0.296534,0.544894,719626911.410000,0.791918,2426794600.120000,1.197842,baostock
002273,,2025-12-31,2026-04-18,2025,4,0.124719,0.168893,0.312870,1170172449.800000,0.843084,6928468248.870000,0.634504,baostock
002281,,2025-12-31,2026-04-23,2025,4,0.098593,0.078119,0.234303,931857075.210000,1.173112,11928697127.380000,0.798211,baostock
002335,,2025-12-31,2026-04-27,2025,4,0.075451,0.052570,0.245552,428983268.390000,0.810975,8160262477.610000,0.339273,baostock
002352,,2025-12-31,2026-03-31,2025,4,0.116226,0.037910,0.133176,11684811000.000000,2.206046,308226647000.000000,0.509891,baostock
002757,,2025-12-31,2026-04-25,2025,4,0.059771,0.036063,0.159645,123040246.450000,0.406206,3411805065.470000,1.041325,baostock
002766,,2025-12-31,2026-03-24,2025,4,-0.057854,-0.077815,0.249245,-57236342.300000,-0.063756,735543928.490000,3.445986,baostock
002837,,2025-12-31,2026-04-21,2025,4,0.164085,0.089437,0.278626,542679980.860000,0.534174,6067759091.550000,0.334833,baostock
002841,,2025-12-31,2026-03-25,2025,4,0.077855,0.047079,0.200377,1146546056.740000,1.456065,24353884352.940000,0.333002,baostock
002851,,2025-12-31,2026-04-29,2025,4,0.023833,0.020959,0.222890,197077613.310000,0.264950,9402840214.900000,0.270482,baostock
002929,,2025-12-31,2026-04-27,2025,4,0.006082,-0.003233,0.122285,-33453640.330000,0.133469,10348910493.990000,0.183911,baostock
002931,,2025-12-31,2026-04-28,2025,4,0.026442,0.045549,0.232011,22688534.100000,0.103835,498109789.240000,1.582389,baostock
002955,,2025-12-31,2026-03-18,2025,4,0.015303,0.013991,0.245445,45307718.070000,0.218752,3238452188.860000,2.267085,baostock
300054,,2025-12-31,2026-03-27,2025,4,0.148368,0.217391,0.508504,795630801.300000,0.760230,3659907017.150000,1.413866,baostock
300059,,2025-12-31,2026-03-20,2025,4,0.140028,0.752103,0.702972,12084594947.220000,0.764652,16067741039.510000,0.856680,baostock
300451,,2025-12-31,2026-04-15,2025,4,-0.095300,-0.371253,0.356308,-390454699.650000,-0.259278,1051722248.270000,0.381765,baostock
300454,,2025-12-31,2026-04-01,2025,4,0.041644,0.048836,0.593066,392791954.440000,0.933822,8043025023.500000,0.499737,baostock
300475,,2025-12-31,2026-04-24,2025,4,0.167252,0.019720,0.039748,695134283.050000,1.171458,35250892429.770000,0.352344,baostock
300476,,2025-12-31,2026-03-13,2025,4,0.337592,0.223508,0.352235,4311988274.400000,4.954319,19292313457.360000,0.243370,baostock
300661,,2025-12-31,2026-03-28,2025,4,0.110477,0.137087,0.509413,534374419.040000,0.882157,3898054583.680000,2.081820,baostock
688802,,2025-12-31,2026-03-27,2025,4,-0.110075,-0.480174,0.565065,-789446296.820000,-1.973122,1644085465.860000,21.916767,baostock
