symbol,date,margin_buy,margin_repay,margin_balance,margin_ratio,sec_lending_volume,sec_lending_balance
000938,20260703,853526576.0,960490910.0,4226312870.0,0.0,29000.0,7330788.0
000938,20260702,830232879.0,771510369.0,4333277204.0,0.0,34600.0,6880110.0
000938,20260701,1174611011.0,1225116127.0,4274554694.0,0.0,56600.0,7617185.0
000938,20260630,461489879.0,534383384.0,4325059810.0,0.0,30700.0,6972576.0
000959,20260706,29815827.0,13707474.0,442126010.0,0.0,200700.0,3486249.0
000959,20260703,22525060.0,13688708.0,426017657.0,0.0,12500.0,2810264.0
000959,20260702,45642748.0,29487469.0,417181305.0,0.0,21000.0,3096660.0
000959,20260701,34040017.0,43084422.0,401026026.0,0.0,307800.0,3520450.0
000959,20260630,60392921.0,22426239.0,410070431.0,0.0,271800.0,2530359.0
000970,20260706,211390935.0,182966114.0,1206646377.0,0.0,25000.0,10880316.0
000970,20260703,222778147.0,203710462.0,1178221556.0,0.0,163000.0,13605888.0
000970,20260702,278823565.0,237186169.0,1159153871.0,0.0,135700.0,10833690.0
000970,20260701,232780417.0,203890836.0,1117516475.0,0.0,63600.0,9467488.0
000970,20260630,104619333.0,120637110.0,1088626894.0,0.0,68200.0,9934260.0
000977,20260706,647386350.0,1092031016.0,4082728724.0,0.0,2900.0,10470442.0
000977,20260703,1026386917.0,851113143.0,4527373390.0,0.0,6700.0,10562920.0
000977,20260702,464677621.0,545711261.0,4352099616.0,0.0,4400.0,10161747.0
000977,20260701,721984037.0,609494570.0,4433133256.0,0.0,12900.0,10768326.0
000977,20260630,661384388.0,625445016.0,4320643789.0,0.0,4800.0,10451000.0
000988,20260706,1154603242.0,1153009286.0,11474398043.0,0.0,8600.0,34969920.0
000988,20260703,1437706429.0,1534633479.0,11472804087.0,0.0,10400.0,35947325.0
000988,20260702,1996315974.0,1903037028.0,11569731137.0,0.0,15300.0,37519240.0
000988,20260701,2339672529.0,2482987250.0,11476452191.0,0.0,23000.0,49270845.0
